irradiation,price
840,34.64
1026,33.37
1148,32.55
1198,31.83
1174,30.59
1076,28.47
911,27.47
691,28.72
431,31.19
151,34.74
0,41.07
0,41.39
0,35.76
0,28.42
0,24.75
0,22.14
0,21.12
0,19.77
0,19.62
0,18.98
0,19.77
70,22.18
339,27.4
609,32.23
845,35.07
1030,34.64
1152,34.8
1202,34.94
1177,34.59
1079,35.32
914,33.89
694,32.18
434,36.63
154,39.34
1,42.4
0,38.35
0,31.84
0,26.95
0,25.81
0,22.11
0,22.28
0,22.09
0,19.77
0,19.77
0,20.09
74,23.38
345,35.49
615,36.12
850,35.65
1034,33.67
1156,33.8
1205,32.8
1180,30.77
1082,31.87
917,29.31
697,31.68
438,33.26
158,42.47
1,42.23
0,35.74
0,34.11
0,27.43
0,23.86
0,21.25
0,16.73
0,13.86
0,13.29
0,13.71
0,14.59
79,18.39
351,16.63
620,21.93
855,21.93
1039,20.48
1159,21.85
1209,20.48
1183,21.85
1085,21.85
920,21.39
700,20.54
441,21.93
161,24.79
1,24.65
0,24.5
0,23.49
0,23.05
0,22.19
0,20.19
0,14.67
0,19.07
0,17.7
0,15.55
0,19.8
83,19.79
357,26.48
625,32.21
859,37.24
1043,39.92
1163,37.59
1212,35.7
1186,33.47
1088,31.53
923,31.62
703,34.09
444,38.54
165,51.25
1,46.57
0,43.97
0,40.61
0,37.21
0,35.68
0,31.48
0,23.57
0,22.09
0,22.45
0,20.12
0,22.19
88,25.14
363,44.56
630,54.46
864,59.08
1047,58.87
1167,57.5
1215,58.71
1189,56.99
1091,47.62
926,45.02
706,45.53
447,66.09
168,67.83
2,60.44
0,51.18
0,49.06
0,35.92
0,31.93
0,26.2
0,36.8
0,36.06
0,34.55
0,31.61
0,32.56
93,33.53
368,46.37
636,50.2
868,42.64
1051,37.74
1170,37.14
1218,33.26
1192,32.67
1093,27.66
928,27.61
709,27.29
450,36.14
171,41.62
2,42.78
0,36.9
0,35.01
0,31.78
0,24.18
0,20.01
0,19.89
0,19.01
0,17.17
0,16.82
0,15.81
97,19.24
374,37.04
641,41.27
873,42.48
1055,39.2
1174,38.5
1222,35.16
1195,33.04
1096,30.61
931,32.09
712,34
454,40
175,51.76
3,49.47
0,43.36
0,39.93
0,34.68
0,29.71
0,24.59
0,30.36
0,28.86
0,28.43
0,26.89
0,26
102,31.38
379,42.8
645,48.17
877,48.53
1059,45.84
1177,43.99
1224,42.75
1198,41.12
1099,39.45
934,38.83
715,39.23
457,48.45
178,59.64
3,54.54
0,46.01
0,42.99
0,40.32
0,37.5
0,31.96
0,15.17
0,15.26
0,15.38
0,15.19
0,15.18
107,17.96
385,28.59
650,32.9
882,34.71
1062,29.31
1180,34.04
1227,33.27
1200,23.63
1101,31.8
936,31.83
718,33.13
460,38.89
182,49.71
4,48.58
0,42.95
0,41.97
0,34
0,24.07
0,19.12
0,13.29
0,14.05
0,14.68
0,15.01
0,14.81
112,16.82
390,26.38
655,24.95
886,28.2
1066,32.75
1184,35.31
1230,34.61
1203,33.68
1104,33.59
939,30.56
720,28.41
463,39.05
185,39.9
4,38.81
0,34.26
0,31.55
0,26.75
0,24.69
0,18.96
0,19.95
0,17.22
0,17.74
0,18.43
0,17.59
117,22.83
395,29.54
660,30.45
890,27.89
1070,28.34
1187,28.22
1233,31.24
1205,29.33
1106,28.61
941,25.32
723,24.67
466,29.35
189,32.74
5,31.78
0,26.18
0,25.95
0,22.47
0,19.17
0,15.8
0,102.41
0,97.65
0,91.01
0,90.17
0,95.97
123,126.53
400,130.92
664,138.29
894,142.88
1073,136.34
1190,111.08
1236,93.76
1208,73.91
1108,64.75
944,60.42
726,60.33
469,105.36
192,166.99
6,185.07
0,128.82
0,137.72
0,97
0,60.3
0,38.72
0,47.11
0,46.11
0,46.51
0,44.22
0,47.04
128,67.08
405,96.63
669,114.01
898,113.9
1076,112.97
1193,97.67
1238,87.79
1210,66.1
1111,66.02
946,59.61
728,62.65
472,91.84
195,127.9
6,129.2
0,118.09
0,103.2
0,85.2
0,65.28
0,56.76
0,30.34
0,26.3
0,25.44
0,24.63
0,26.47
133,27.23
410,23.08
673,24.22
902,26.58
1080,29.74
1195,31.24
1241,28.99
1213,27.82
1113,26.85
949,26.18
731,26.13
475,31.74
199,41.81
7,41.56
0,37.53
0,33.67
0,29.41
0,23.85
0,25.02
0,14.45
0,12.39
0,12.58
0,12.73
0,12.88
138,16.36
415,23.83
677,24.72
905,25.43
1083,26.36
1198,26.73
1243,24.51
1215,23
1115,22.5
951,22.91
733,22.83
477,24.37
202,31.38
8,14.68
0,14.65
0,14.7
0,14.72
0,13.73
0,13.24
0,19.38
0,16.4
0,14.71
0,15.09
0,14.51
143,19.6
420,21.25
681,22.92
909,27.21
1086,28.89
1201,27.92
1246,25.22
1217,21.58
1117,19.31
953,18.29
736,17.79
480,19.17
205,22.57
9,30.69
0,29.44
0,26.54
0,24.9
0,22.77
0,20.9
0,21.53
0,17.38
0,16.84
0,18.04
0,19.07
148,21.59
424,23.86
686,23.48
912,26.12
1089,28.14
1203,25.83
1248,22.21
1219,22.31
1119,19.24
955,17.81
738,20.1
483,21
209,25.49
10,28.08
0,33.85
0,33.41
0,30.42
0,27.82
0,24.36
0,24.41
0,22.97
0,23.63
0,23.92
1,25.26
153,28.37
429,35.48
690,39.82
916,39.49
1092,36.4
1206,34.38
1250,30.5
1221,28.88
1121,27.04
958,26.38
741,26.14
486,26.43
212,27.36
11,31.75
0,37.92
0,37.97
0,31.71
0,27.86
0,23.22
0,7.73
0,7.73
0,7.73
0,7.73
1,7.73
158,7.87
433,11.31
693,11.07
919,12.76
1095,12.78
1208,13
1252,12.8
1223,12.81
1123,12.79
960,12.81
743,12.82
489,12.82
215,12.83
12,13.9
0,19.37
0,23.12
0,20.38
0,17.31
0,15.39
0,19.75
0,15.19
0,14.9
0,14.5
2,17.4
163,21.47
437,28.09
697,32.94
922,29.36
1098,30.31
1211,30.2
1254,27.7
1225,24.13
1125,24
962,21.91
746,20.05
492,19.82
218,25.03
13,25.42
0,29.89
0,31.75
0,26.86
0,22.82
0,17.25
0,18.59
0,17.72
0,18.06
0,17.35
2,19.19
167,22.17
442,28.73
701,33.14
925,31.71
1100,33.09
1213,31.71
1256,29.39
1227,26.23
1127,25.7
964,28.12
748,24.43
495,23.88
222,24.31
14,24.45
0,26.41
0,26.98
0,19.33
0,14.86
0,11.92
0,22.92
0,23.95
0,21.42
0,21.08
3,21.31
172,23.34
446,24.83
704,24.18
929,29.57
1103,31.53
1215,31.88
1258,31.92
1229,31.66
1129,30.28
966,29.05
750,28.94
497,29.9
225,32.3
15,34.09
0,36.63
0,37.21
0,32.16
0,27.47
0,24.41
0,29.17
0,28.54
0,26.97
0,27.08
4,29.59
176,32.78
450,38.77
708,41.88
931,44.33
1105,46.64
1217,47.39
1260,44.17
1231,42.97
1131,39.89
968,39.45
753,37.86
500,39.56
228,42.15
16,43.06
0,50.16
0,48.21
0,41.24
0,35.44
0,33.2
0,37.27
0,36.53
0,35.02
0,33.83
4,35.5
181,39.92
454,46.51
711,50.69
934,50.44
1108,52.4
1219,49.96
1262,48.82
1232,45.76
1133,44.74
970,43.44
755,41.7
503,42.45
231,46.13
17,46.98
0,52.06
0,52.25
0,45.82
0,38.01
0,35.98
0,16.11
0,16.31
0,15.24
0,15.41
5,15.4
185,16.65
458,17.66
714,21.83
937,25.42
1110,27.03
1221,26.73
1264,25.95
1234,24.42
1134,22.86
972,22.36
757,21.95
505,22.38
234,24.41
19,25.71
0,27.66
0,31.23
0,26.91
0,23.67
0,22.41
0,17.9
0,15.96
0,15.28
0,14.92
6,15.66
189,21.02
461,25.68
718,30.36
940,32.14
1112,34.55
1223,34.76
1265,33.47
1236,27.98
1136,25.52
974,25.14
759,24.62
508,24.8
238,28.11
20,29.5
0,32.53
0,36.73
0,28.67
0,22.53
0,21.11
0,3.84
0,3.72
0,3.72
0,4.23
7,3.97
193,4.31
465,7.94
721,4.45
942,4.18
1114,15.38
1225,15.32
1267,15.46
1237,15.4
1138,15.36
976,15.28
762,15.2
511,15.25
241,15.1
21,15.14
0,15.13
0,15.08
0,15.19
0,13.17
0,9.86
0,10.04
0,10.38
0,8.6
0,8.68
8,8.72
197,7.92
468,11.09
724,8.5
945,9.95
1116,10.19
1227,10.22
1268,10.17
1239,10.04
1139,10.01
977,9.92
764,9.89
513,9.97
244,9.97
23,10
0,9.98
0,9.86
0,9.62
0,9.24
0,13.17
0,10.56
0,9.57
0,9.45
0,9.44
9,9.33
201,9.31
472,10.25
727,10.68
947,13.17
1118,15.46
1228,15.2
1270,15.42
1240,15.53
1141,15.69
979,16.21
766,15.72
516,16.47
247,16.52
24,16.14
0,16.06
0,16.11
0,15.45
0,15.1
0,14.22
0,12.27
0,11.66
0,11.3
0,11.29
10,11.36
205,13.26
475,12.45
729,3.74
949,3.74
1120,0
1230,0
1271,0
1241,0
1142,0
981,0
768,0
519,0
250,0
26,0
0,0
0,3.74
0,0
0,0
0,0
0,0
0,0
0,0
0,0
11,0
209,0
478,0
732,0
952,0
1122,0
1231,0
1273,0
1243,0
1144,0
983,2.13
770,1.7
521,1.95
253,1.84
27,1.79
0,0
0,0
0,0
0,1.8
0,1.6
0,3.52
0,3.52
0,3.95
0,6.5
12,6.77
212,3.52
481,0
734,2.69
954,2.72
1124,7.7
1233,5.9
1274,6.14
1244,3.52
1145,6.77
984,6.72
772,16.78
524,17.81
256,17.79
29,15.8
0,14.77
0,7.7
0,7.7
0,3.52
0,3.07
0,1.09
0,1.2
0,1.33
0,1.38
13,1.35
216,1.86
484,1.26
737,2.69
956,3.51
1125,6.68
1234,6.68
1275,6.68
1245,6.68
1147,11.64
986,10.9
774,10.12
526,9.34
259,5.61
30,3.52
0,0
0,-0.37
0,-0.1
0,0.33
0,0.73
0,4.58
0,11.06
0,12.94
0,9.85
15,7.13
219,4.59
487,13.57
739,16.6
958,16.78
1127,16.95
1236,17.26
1276,17.51
1247,16.59
1148,17.92
988,18.11
776,18.5
529,30.04
262,18.44
32,17.91
0,17.61
0,4.58
0,4.58
0,4.58
0,4.58
0,17.89
0,14.42
0,13.86
0,13.84
16,13.83
222,13.82
490,18.14
742,22.74
959,23.58
1128,24.75
1237,26.42
1278,27.95
1248,28.5
1149,29.83
989,31.15
778,31.62
531,33.39
265,31.41
33,28.95
0,26.64
0,26.77
0,25.11
0,22.26
0,22.3
0,19.75
0,18.24
0,16.26
0,16.13
17,15.96
225,16.89
492,18.43
744,16.57
961,19.57
1130,18.24
1238,21.17
1279,22.09
1249,24.58
1151,26.89
991,28.57
780,30.98
534,34.74
268,34.09
35,30.84
0,27.32
0,26.51
0,23.7
0,21.2
0,20.96
0,22.07
0,23.1
0,23.75
0,21.85
18,25.03
228,26.2
495,27.88
746,31.77
963,35.42
1131,40.6
1239,44.49
1280,40.76
1250,58.84
1152,69.21
993,71.57
782,53.23
536,55.96
271,63.63
37,67.41
0,44.18
0,49.09
0,36.91
0,37.43
0,33.5
0,22.7
0,21.66
0,19.58
0,18.66
19,19.63
231,20.61
497,23.98
748,24.53
964,28.09
1132,30.87
1240,33.14
1281,34.14
1251,30.93
1153,25.75
994,22.26
784,22.03
538,23.7
274,24.36
39,23.57
0,29.31
0,28.69
0,29.52
0,26.62
0,24.13
0,22.91
0,20.24
0,18.29
0,17.06
21,17.07
234,19.29
500,22.51
750,23.01
966,24.19
1133,27.37
1241,29.56
1282,32.52
1252,35.63
1154,38.33
996,40.34
786,43.35
541,42.5
277,36.49
40,31.29
0,28.94
0,34.25
0,31.15
0,27.36
0,24.53
0,23.69
0,19.39
0,17.47
0,17.36
22,17.54
237,16.99
502,18.23
751,17.85
967,21.02
1135,23.59
1242,24.94
1283,26.56
1253,28.6
1156,29.44
997,30.68
788,32.44
543,33.88
279,35.28
42,32.55
0,30.61
0,29.28
0,26.74
0,23.53
0,22.3
0,25.81
0,23.73
0,21.77
0,21.22
23,21.79
239,23.16
504,24.31
753,24.78
968,24.11
1136,29.98
1243,34.06
1283,38.4
1254,39.34
1157,42.21
999,43.81
790,43.87
545,42.83
282,34.23
44,42.74
0,39.92
0,24.16
0,23.15
0,23.15
0,23.67
0,25.37
0,23.34
0,22.29
0,21.42
24,21.56
242,22.78
506,24.89
755,28.18
970,30.21
1137,32.13
1244,34.7
1284,37.31
1255,38.76
1158,41.82
1000,43.98
792,43.41
548,46.61
285,42.83
46,42.7
0,39.75
0,38.6
0,34.68
0,28.54
0,26.47
0,26.96
0,22.36
0,20.33
0,19.1
25,19.13
244,19.12
508,19.42
756,21.57
971,22.59
1137,25.26
1245,26.2
1285,28.1
1256,30.51
1159,31.8
1001,32.22
794,33.3
550,35.05
288,35.27
47,34.05
0,33.7
0,32.43
0,28.95
0,26.9
0,24.22
0,20.53
0,19.05
0,16.62
0,16.11
26,13.98
246,13.99
510,17.93
757,19.11
972,20.91
1138,22.79
1245,24.53
1286,26.91
1257,27.6
1160,31.22
1003,32.86
795,27.33
552,36.84
290,36.78
49,37.75
0,36.39
0,37.21
0,33.92
0,28.39
0,26.3
0,30.24
0,27.83
0,26.45
0,26.06
27,26.4
248,27.97
511,31.07
759,33.43
973,36.04
1139,39.78
1246,42.98
1286,47.94
1257,50.9
1161,58.26
1004,69.39
797,76.79
554,81.73
293,78.49
51,56.82
0,50.7
0,48.8
0,42.88
0,37.74
0,34.2
0,22.6
0,20.96
0,19.71
0,19.49
28,20.36
250,21.53
513,27.38
760,30.4
974,33.09
1140,33.08
1247,34.95
1287,35.51
1258,38.18
1162,40.15
1006,41.11
799,42.52
557,43.35
296,44.3
53,40.65
0,40.65
0,39.76
0,33.71
0,29.46
0,25.7
0,24.64
0,22.35
0,22.2
0,21.65
29,21.89
252,21.62
514,22
761,23.44
974,25.47
1140,28.13
1247,30.12
1288,31.4
1259,32.99
1163,34.44
1007,36.06
801,36.89
559,39.2
298,39.22
55,37.52
0,36.71
0,35.26
0,32.49
0,28.18
0,25.63
0,20.22
0,19.82
0,19.68
0,19.74
30,19.77
254,20.13
516,21.19
762,21.7
975,21.72
1141,22.63
1248,22.76
1288,22.84
1260,24.19
1164,27.7
1008,23.44
802,23.41
561,24.8
301,28.62
57,44.62
0,46.02
0,43.03
0,38.87
0,32.86
0,30.09
0,17.48
0,17.44
0,15.17
0,14.37
31,14.3
255,17.09
517,19.5
763,19.95
976,20.11
1141,20.29
1248,21.09
1289,20.54
1260,20.85
1165,22.05
1009,21.23
804,21.24
563,21.45
303,21.68
58,21.7
0,22.07
0,21.17
0,21.19
0,20.17
0,20.57
0,16.97
0,15.22
0,12.98
0,14.17
32,16.61
257,18.46
518,20.36
764,22.97
976,21.32
1142,21.6
1248,21.57
1289,21.78
1261,22.37
1166,22.05
1011,22.37
806,22.5
565,23.03
306,22.97
60,22.98
0,23.34
0,22.62
0,21.01
0,20.48
0,19.54
0,3.62
0,3.5
0,3.48
0,3.56
33,3.6
258,4.08
519,14.48
764,22.03
977,22.59
1142,22.37
1249,22.66
1289,22.19
1261,22.08
1167,22.1
1012,13.44
807,20.53
567,22.06
308,22.36
62,22.93
0,23.29
0,22.61
0,17.16
0,10.23
0,9.22
0,4.08
0,7.54
0,7.29
0,4.08
34,4.08
260,6.15
520,22.63
765,22.8
977,22.64
1142,23.05
1249,22.95
1290,22.81
1262,22.56
1168,19.69
1013,13.44
809,4.56
569,4.08
310,10.91
64,19.69
0,19.69
0,22.1
0,14.9
0,16.59
0,6.79
0,28.25
0,26.92
0,25.89
0,25.26
35,25.23
261,28.68
521,37.34
766,47.06
978,44.51
1143,38.75
1249,42.48
1290,40.49
1263,38.73
1168,32.06
1014,30.03
810,30.73
571,38.32
313,46.22
66,53.69
0,43.28
0,38.65
0,28.11
0,27.65
0,23.79
0,19.96
0,19.96
0,18.34
0,18.07
35,18.19
262,19.87
522,27.5
766,29.64
978,26.57
1143,23.7
1250,23.47
1291,23.38
1263,23.22
1169,22.85
1015,22.68
812,22.55
573,23.41
315,25.72
67,23.02
0,22.81
0,22.86
0,18.04
0,17.66
0,15.56
0,19.56
0,16.12
0,16.09
0,16.13
36,18.26
263,18.71
522,23.27
767,24.15
978,25.67
1143,25.59
1250,25.29
1291,24.22
1264,24.63
1170,23.66
1016,23.75
813,24.16
575,26.65
317,38.07
69,36.27
0,33.73
0,32.42
0,26.49
0,24.19
0,23.63
0,25.16
0,25.57
0,23.09
0,22.6
37,22.53
264,28.49
523,35.39
767,41.35
978,40.47
1143,36.23
1250,33.99
1291,31.66
1264,31.03
1171,35.97
1018,34.07
815,31.73
576,43.32
319,51.75
71,36.71
0,31.08
0,27.34
0,24.25
0,23.67
0,22.32
0,31.89
0,24.43
0,23.98
0,24.6
37,24.37
265,26.65
523,30.55
767,29.89
979,32.29
1143,32.9
1250,30.06
1291,31.22
1265,29
1172,28.08
1019,28.02
816,28.01
578,32.13
321,39.63
73,40.94
0,41.25
0,37.28
0,35.98
0,30.53
0,28.97
0,23.73
0,22.43
0,19.91
0,21.26
38,21.7
265,26.54
524,38.39
767,42.17
979,46.06
1143,45.61
1250,44.48
1292,40.73
1265,39.91
1172,38.81
1020,38.57
818,39.57
580,46.42
323,57.4
74,54
0,47.76
0,44.05
0,41.31
0,37.18
0,34.83
0,12.19
0,12.14
0,11.41
0,11.58
38,12.07
266,15.56
524,28.76
767,32.52
979,31.32
1143,30.87
1250,30.11
1292,27.93
1265,27.25
1173,26.17
1021,25.87
819,23.82
582,28.96
325,37.43
76,34.61
0,31.17
0,28.35
0,22.21
0,15
0,8.45
0,16.56
0,16.46
0,15.38
0,15.56
38,18.52
266,22.72
524,31.59
767,33.25
979,36.47
1143,38.57
1250,37.95
1292,36.61
1266,34.33
1174,34.49
1022,33.91
820,35.41
583,43.27
327,51.55
78,49.34
0,45.7
0,40.07
0,36.01
0,31.23
0,24.48
0,20.92
0,17.85
0,17.86
0,17.66
39,18.96
267,26.14
524,41.07
767,44.55
978,42.3
1143,40.34
1250,38.99
1292,37.14
1266,35.92
1174,35.8
1023,34.8
822,35.47
585,52.29
329,66.99
79,56.18
0,55.04
0,46.57
0,37.44
0,31.13
0,23.41
0,14.17
0,14.83
0,15.29
0,15.28
39,16.81
267,20.88
524,34.21
767,42.52
978,45.48
1143,33.23
1250,32.33
1292,30.45
1266,30.58
1175,29.36
1024,28.46
823,30.87
586,45.26
331,54.92
81,52.3
0,39.55
0,30.81
0,28.44
0,24.71
0,16.13
0,12.91
0,11.71
0,11.28
0,11.33
39,11.24
267,13.25
524,23.25
767,23.26
978,24.64
1143,23.06
1250,22.81
1292,22.56
1267,20.81
1175,20.79
1024,20.84
824,19.75
588,21.64
333,25.93
83,24.8
0,24.62
0,22.73
0,20.72
0,17.55
0,11.81
0,15.1
0,14.82
0,14.59
0,14.18
39,14.57
267,15.38
524,20.54
767,20.11
978,24.97
1142,22.73
1250,27.96
1292,29.06
1267,24.8
1176,24.02
1025,24.07
825,22.69
589,29.81
334,38.88
84,35.98
0,30.72
0,27.75
0,25.41
0,21.91
0,18.19
0,11.43
0,11.47
0,10.99
0,11.21
39,11.82
267,12.55
524,17.7
766,14.84
977,14.85
1142,14.85
1249,17.61
1292,22.13
1267,21.91
1177,17.88
1026,17.78
826,17.73
591,14.98
336,17.96
85,15.91
0,15.08
0,17.81
0,17.84
0,21.92
0,17.51
0,30.6
0,28.51
0,30.91
0,31.35
39,32.45
267,39.81
524,48.26
766,43.58
977,42.65
1142,48.19
1249,44.36
1292,41.89
1268,38.28
1177,36.08
1027,34.84
827,34.57
592,40.41
337,43.39
87,39.54
0,37.36
0,36.22
0,31.2
0,29.75
0,27.88
0,31.57
0,27.52
0,27.59
0,26.29
39,29
267,32.24
523,44.24
766,35.06
976,46.3
1141,42.82
1249,39.6
1292,37.31
1268,32.01
1178,31.25
1028,31.25
828,30.71
593,34.37
339,43.53
88,50.17
0,43.89
0,40.9
0,39.36
0,36.41
0,31.75
0,29.9
0,29.09
0,28.18
0,27.66
39,27.59
266,30.16
523,37.89
765,39.93
976,38.81
1141,38.19
1249,38.17
1292,36.32
1268,33.54
1178,32.56
1028,31.27
829,31.15
595,34.44
340,43.41
89,44.51
0,38.84
0,35.06
0,31.43
0,30.29
0,27.26
0,28.07
0,26.74
0,26.89
0,26.59
39,26.45
266,28.93
522,36.42
765,43.94
975,40.98
1140,37.72
1248,35.98
1292,34.26
1268,30.49
1179,30.05
1029,29.67
830,28.57
596,33.07
342,43.19
91,47.2
0,43.48
0,39.26
0,33.2
0,31.67
0,29.66
0,15.22
0,14.2
0,13.68
0,14.5
39,15.11
265,15.16
522,24.84
764,20.01
975,14.93
1140,24.05
1248,15.06
1292,15
1268,14.91
1179,14.99
1030,14.97
831,14.96
597,14.13
343,15.71
92,25.21
0,22.06
0,19.9
0,16.05
0,15.13
0,15.28
0,16.65
0,15.13
0,13.29
0,13.67
39,15.38
265,19.81
521,26.89
763,29.77
974,27.16
1139,29.75
1248,26.89
1292,25.93
1268,23.06
1179,21.68
1031,21.76
832,21.42
598,22.66
344,31.6
93,35.99
0,35.31
0,29.93
0,21.43
0,15.6
0,15.43
0,16.73
0,14.3
0,14.92
0,14.78
38,16.57
264,19.42
520,25.42
762,28.39
973,29.86
1139,29.97
1247,28.6
1292,27.92
1269,26.29
1180,25.54
1031,23.98
833,23.67
599,25.83
345,32.86
94,37.13
0,34.84
0,29.28
0,26.13
0,23.64
0,16.65
0,16.18
0,14.22
0,14.4
0,14.6
38,14.84
263,21.93
519,27.57
762,31.58
973,30.46
1138,31.84
1247,31.16
1292,27.79
1269,26.13
1180,25.41
1032,23.07
834,22.77
600,24.94
346,29.6
95,33.54
0,31.98
0,27.33
0,24.57
0,22.22
0,16.72
0,26.91
0,24.43
0,0
0,22.67
37,19.68
262,18.52
519,18.21
761,19.13
972,23.72
1138,24.43
1247,22.79
1291,23.27
1269,21.21
1180,19.78
1032,19.52
835,19.58
601,21.21
347,22.9
96,31.32
0,36.74
0,33.13
0,26.92
0,21.84
0,22.96
0,21.42
0,20.36
0,18.89
0,19.77
37,21.56
262,24.77
518,28.29
760,34.6
971,32.44
1137,30.1
1246,29.66
1291,27.81
1269,27.18
1181,25.89
1033,23.07
835,22.15
602,24.11
348,24.82
96,27.3
0,33.64
0,32.68
0,25.66
0,21.3
0,16.85
0,17.6
0,17.83
0,17.4
0,17.55
37,17.55
261,22.21
517,25.87
759,32.17
970,31.03
1136,30.45
1246,30.43
1291,29.77
1269,27.91
1181,27.04
1033,24.93
836,24.52
602,25.09
349,25.98
97,27.31
0,32.31
0,26.05
0,24.59
0,21.2
0,15.45
0,16.87
0,17.44
0,15.48
0,17.38
36,17.11
259,22.2
516,20.52
758,10.84
969,10.14
1136,10.25
1245,10.25
1291,15.01
1269,24.92
1181,20.95
1034,20.29
836,19.36
603,26.04
350,28.09
98,29.75
0,38.46
0,39.4
0,34.58
0,29.23
0,25.35
0,24.09
0,21.19
0,18.41
0,18.18
35,19.61
258,27.2
514,35.29
757,35.06
969,33.61
1135,31.23
1245,33.24
1290,29.34
1269,27.85
1181,23.79
1034,20.06
837,15.47
604,15.47
350,15.46
98,15.08
0,14.76
0,14.8
0,12.94
0,5.8
0,12.94
0,10.68
0,9.12
0,9.13
0,9.17
35,9.1
257,10.82
513,12.28
756,12.73
968,14.04
1134,13.47
1244,13.82
1290,14.43
1269,13.91
1181,14.82
1034,14.74
837,14.68
604,14.75
351,14.75
99,14.77
0,7.58
0,7.58
0,3.85
0,3.72
0,3.61
0,10.84
0,10.16
0,10.18
0,9.78
34,10.13
256,10.28
512,9.63
755,1.2
967,1.45
1133,1.45
1244,1.48
1290,1.47
1269,1.47
1182,1.47
1035,2.3
838,1.57
605,1.49
351,1.56
99,1.71
0,1.55
0,0
0,2.3
0,1.7
0,2.43
0,1.69
0,2.46
0,2.46
0,1.75
33,1.55
254,1.36
511,0.9
753,0.29
966,0.21
1133,0.15
1243,0.06
1289,-0.07
1268,-0.17
1182,-0.2
1035,-0.31
838,-0.02
605,0
352,0
99,0.38
0,0.44
0,-0.24
0,-0.03
0,0.4
0,0.65
0,13.94
0,12.65
0,11.67
0,10.84
33,10.86
253,10.86
509,12.57
752,13.92
965,15.48
1132,17.66
1242,19.65
1289,20.85
1268,21.04
1182,21.53
1035,21.93
838,21.41
605,23.47
352,24.45
99,25.29
0,25.12
0,23.24
0,23.35
0,17.64
0,14.01
0,14.65
0,13.14
0,11.5
0,11.55
32,12.07
251,13.91
508,19.49
751,2.64
963,3.07
1131,2.71
1242,2.72
1289,3.54
1268,3.54
1182,4.91
1035,3.54
839,4.91
606,8.33
352,4.91
99,4.91
0,3.54
0,4.91
0,3.54
0,2.69
0,0
0,0
0,0
0,5.01
0,0
31,4.44
250,0
506,1.65
750,0.7
962,0.3
1130,0.38
1241,0.07
1288,-0.13
1268,-0.3
1182,-0.33
1035,-0.48
839,-0.58
606,0
352,2.87
99,8.05
0,8.07
0,7.76
0,16.86
0,16.89
0,15.7
0,16.79
0,15.43
0,13.97
0,13.99
30,14
248,14.1
505,14.24
748,14.38
961,19.25
1129,21.44
1241,22.95
1288,26.06
1268,27.31
1182,30.52
1035,29.85
839,29.91
606,31.73
352,31.24
99,31.39
0,28.62
0,27.25
0,26.73
0,23.53
0,19.32
0,16.44
0,15.42
0,13.82
0,13.82
29,13.82
246,14.69
503,17.21
747,18.1
960,18.95
1128,19.34
1240,19.87
1287,20.9
1268,21.89
1182,23.31
1035,23.7
839,24.66
606,26.33
352,28.53
99,24.27
0,22.37
0,21.89
0,20.28
0,18.56
0,17.11
0,21.48
0,20.25
0,18.12
0,17.72
28,17.9
245,18.7
501,17.07
745,17.9
959,22.28
1127,22.61
1239,23.46
1287,28.32
1267,29.31
1181,39.12
1035,47.84
839,54.95
606,57.26
352,55.04
99,47.45
0,43.15
0,38.23
0,32.06
0,23.22
0,22.53
0,28.54
0,26.15
0,25.9
0,23.93
27,22.42
243,22.5
500,23.25
744,23.02
958,26.57
1126,29.12
1238,33.71
1286,37
1267,39.85
1181,43.28
1035,45.54
839,42.6
606,46.54
352,47.12
98,41.84
0,42.63
0,38.2
0,36.48
0,33.29
0,30.5
0,24.66
0,23.25
0,21.58
0,20.85
27,20.71
241,22.57
498,25.33
742,27.78
956,31.08
1125,32.44
1238,32.06
1286,36.5
1267,37.99
1181,39.83
1035,41.68
839,39.25
605,44.43
351,44.83
98,40.91
0,38.18
0,37.21
0,34.06
0,28.7
0,26.69
0,28.72
0,26.43
0,24.98
0,24.44
26,24.34
239,25.6
496,27.23
741,30.78
955,34.47
1124,37.63
1237,40.51
1285,46.51
1266,52.35
1181,60.88
1035,52.98
839,48.15
605,53.2
351,44.01
97,48.9
0,43.91
0,27.75
0,25.88
0,35.88
0,32.98
0,27.14
0,24.53
0,22.34
0,22.06
25,22.53
237,24.09
494,27.2
739,29.83
954,31.64
1123,33.54
1236,37.15
1285,38.51
1266,40.83
1181,44.44
1035,46.53
838,49.64
605,50.62
350,49.25
97,44.02
0,40.78
0,40.1
0,36.05
0,31.63
0,28.39
0,25.74
0,23.99
0,22.63
0,21.95
24,22.58
235,23.98
493,25.89
738,23.93
952,28.94
1122,32.19
1235,32.63
1284,38.44
1265,36.91
1180,39.49
1034,43.42
838,47.8
604,59.75
349,59.36
96,47.98
0,39.58
0,36.66
0,32.82
0,23.82
0,23.72
0,23.16
0,22.71
0,22.64
0,22.37
23,22.42
233,22.7
491,23.1
736,24.01
951,30.64
1121,31.13
1235,38.32
1284,44.65
1265,50.68
1180,58.59
1034,54.87
837,45.07
604,46.5
349,44.62
95,42.75
0,39.74
0,42.1
0,33.54
0,30.97
0,27.99
0,20.08
0,19.65
0,19.46
0,18
22,16.32
230,15.39
489,20.32
734,20.63
950,21.38
1120,21.57
1234,21.88
1283,22.15
1264,22.18
1179,22.35
